fresh-1-full		nijintianyaoqunali	你今天要去哪裡
fresh-1-initials		njtyqnl	你今天要去哪裡
fresh-1-mixed		nijtianyqunli	你今天要去哪裡
fresh-2-full		woyijingdaojiale	我已經到家了
fresh-2-initials		wyjdjl	我已經到家了
fresh-2-mixed		woyjingdjial	我已經到家了
fresh-3-full		womenyiqichifanba	我們一起吃飯吧
fresh-3-initials		wmyqcfb	我們一起吃飯吧
fresh-3-mixed		womyiqchifba	我們一起吃飯吧
fresh-4-full		qingwenchezhanzenmezou	請問車站怎麼走
fresh-4-initials		qwczzmz	請問車站怎麼走
fresh-4-mixed		qingwchezzenmzou	請問車站怎麼走
fresh-5-full		zhegeduoshaoqian	這個多少錢
fresh-5-initials		zgdsq	這個多少錢
fresh-5-mixed		zhegduosqian	這個多少錢
fresh-6-full		womingtianzaidageini	我明天再打給你
fresh-6-initials		wmtzdgn	我明天再打給你
fresh-6-mixed		womtianzdagni	我明天再打給你
fresh-7-full		nishenmeshihouyoukong	你什麼時候有空
fresh-7-initials		nsmshyk	你什麼時候有空
fresh-7-mixed		nismeshouykong	你什麼時候有空
fresh-8-full		keyizaishuoyicima	可以再說一次嗎
fresh-8-initials		kyzsycm	可以再說一次嗎
fresh-8-mixed		keyzaisyicma	可以再說一次嗎
fresh-9-full		woyaoqumaidongxi	我要去買東西
fresh-9-initials		wyqmdx	我要去買東西
fresh-9-mixed		woyqumdongx	我要去買東西
fresh-10-full		zhunishengrikuaile	祝你生日快樂
fresh-10-initials		znsrkl	祝你生日快樂
fresh-10-mixed		zhunshengrkuail	祝你生日快樂
fresh-11-full		buhaoyisirangnijiudengle	不好意思讓你久等了
fresh-11-initials		bhysrnjdl	不好意思讓你久等了
fresh-11-mixed		buhyisrangnjiudle	不好意思讓你久等了
fresh-12-full		jintianwanshangyoushijianma	今天晚上有時間嗎
fresh-12-initials		jtwsysjm	今天晚上有時間嗎
fresh-12-mixed		jintwansyousjianm	今天晚上有時間嗎
